no,time,S,N,P10,P2.5,O,C,Humi-R,W-Direc,W-Speed,A-Pres,A-Temp
260,2016/8/30 0:00,0.01,0.075,0.083,0.029,0.009,0.382,60.084,210.578,0.535,1007.068,24.617
260,2016/8/30 1:00,0.013,0.071,0.077,0.039,0.012,0.558,60.601,215.929,0.485,1006.697,24.518
260,2016/8/30 2:00,0.013,0.074,0.09,0.039,0.009,0.638,64.065,214.538,0.663,1006.112,24.268
260,2016/8/30 3:00,0.012,0.067,0.094,0.048,0.021,0.72,68.79,254.095,1.124,1005.72,24.255
260,2016/8/30 4:00,0.014,0.061,0.086,0.051,0.031,0.796,69.837,257.266,1.225,1005.777,24.262
260,2016/8/30 5:00,0.013,0.056,0.084,0.053,0.043,0.912,69.189,256.107,1.438,1006.258,24.132
260,2016/8/30 6:00,0.014,0.053,0.094,0.051,0.052,0.965,66.896,266.929,1.902,1006.717,24.802
260,2016/8/30 7:00,0.019,0.044,0.066,0.049,0.068,1.008,60.668,255.541,1.638,1006.59,25.902
260,2016/8/30 8:00,0.017,0.032,0.05,0.03,0.087,0.792,54.698,262.488,2.161,1006.528,26.978
260,2016/8/30 9:00,0.015,0.027,0.034,0.024,0.095,0.564,46.688,270.774,2.745,1006.57,28.102
260,2016/8/30 10:00,0.011,0.02,0.067,0.016,0.113,0.327,40.335,276.2,3.197,1006.241,28.939
260,2016/8/30 11:00,0.01,0.02,0.056,0.02,0.135,0.259,42.931,233.241,2.185,1005.509,29.889
260,2016/8/30 12:00,0.01,0.018,0.045,0.024,0.147,0.254,41.596,252.839,2.288,1005.062,30.468
260,2016/8/30 13:00,0.009,0.017,0.057,0.024,0.142,0.244,38.123,248.179,2.275,1004.494,30.888
260,2016/8/30 14:00,0.009,0.019,0.072,0.026,0.144,0.299,37.867,216.289,2.183,1003.993,30.894
260,2016/8/30 15:00,0.009,0.021,0.073,0.027,0.15,0.395,41.468,237.367,1.897,1004.013,30.316
260,2016/8/30 16:00,0.009,0.023,0.061,0.027,0.145,0.43,41.685,241.086,1.688,1003.849,30.19
260,2016/8/30 17:00,0.01,0.031,0.066,0.025,0.129,0.583,43.09,253.963,1.642,1004.004,29.499
260,2016/8/30 18:00,0.011,0.036,0.062,0.024,0.106,0.692,45.829,251.513,1.324,1004.131,28.393
260,2016/8/30 19:00,0.011,0.038,0.071,0.025,0.094,0.747,50.4,246.875,1.082,1004.479,27.679
260,2016/8/30 20:00,0.01,0.039,0.065,0.027,0.088,0.61,53.848,262.534,1.154,1005.054,27.16
260,2016/8/30 21:00,0.01,0.043,0.061,0.032,0.08,0.556,55.189,225.585,0.828,1005.129,26.741
260,2016/8/30 22:00,0.01,0.084,0.106,0.035,0.015,0.694,60.148,194.124,0.471,1005.155,25.724
260,2016/8/30 23:00,0.01,0.073,0.088,0.053,0.023,0.688,62.399,199.589,0.421,1004.828,25.188
260,2016/8/31 0:00,0.01,0.061,0.074,0.046,0.039,0.4,61.999,221.789,0.555,1004.389,25.125
260,2016/8/31 1:00,0.009,0.077,0.108,0.049,0.009,0.587,65.751,201.763,0.531,1003.917,24.365
260,2016/8/31 2:00,0.009,0.076,0.094,0.057,0.009,0.604,69.333,209.396,0.534,1003.509,23.869
260,2016/8/31 3:00,0.009,0.074,0.087,0.047,0.009,0.585,70.194,201.772,0.473,1003.16,23.629
260,2016/8/31 4:00,0.009,0.071,0.085,0.046,0.008,0.586,73.068,183.079,0.474,1003.275,23.249
260,2016/8/31 5:00,0.011,0.062,0.089,0.047,0.013,0.574,73.565,194.5,0.461,1003.633,22.954
260,2016/8/31 6:00,0.012,0.063,0.123,0.058,0.023,0.654,71.894,201.149,0.654,1004.013,24.26
260,2016/8/31 7:00,0.014,0.057,0.102,0.072,0.058,0.603,64.373,250.492,1.368,1004.097,26.273
260,2016/8/31 8:00,0.016,0.04,0.073,0.049,0.116,0.544,53.487,253.568,1.806,1004.17,28.33
260,2016/8/31 9:00,0.014,0.026,0.062,0.038,0.149,0.437,45.795,256.252,2.09,1003.768,29.854
260,2016/8/31 10:00,0.012,0.021,0.055,0.034,0.176,0.415,41.613,253.312,2.056,1003.163,30.988
260,2016/8/31 11:00,0.011,0.02,0.055,0.03,0.182,0.378,38.395,249.497,2.031,1002.651,31.687
260,2016/8/31 12:00,0.011,0.02,0.068,0.033,0.215,0.42,39.699,233.629,1.697,1001.989,32.016
260,2016/8/31 13:00,0.011,0.022,0.09,0.039,0.222,0.436,39.059,242.868,1.799,1001.176,32.514
260,2016/8/31 14:00,0.01,0.02,0.074,0.037,0.211,0.407,37.289,256.472,2.082,1000.836,33.179
260,2016/8/31 15:00,0.009,0.02,0.072,0.032,0.202,0.398,37.414,243.845,1.967,1000.554,33.23
260,2016/8/31 16:00,0.01,0.026,0.105,0.052,0.191,0.488,38.917,236.766,1.639,1000.383,32.706
260,2016/8/31 17:00,0.009,0.033,0.083,0.042,0.175,0.507,41.628,228.439,1.242,1000.577,31.482
260,2016/8/31 18:00,0.009,0.053,0.107,0.044,0.138,0.633,44.654,180.365,0.659,1000.841,30.757
260,2016/8/31 19:00,0.01,0.075,0.125,0.056,0.097,0.817,47.684,146.739,0.496,1001.342,30.189
260,2016/8/31 20:00,0.01,0.081,0.096,0.06,0.087,0.735,49.461,151.163,0.718,1001.593,29.89
260,2016/8/31 21:00,0.01,0.08,0.1,0.052,0.073,0.767,49.931,134.436,0.465,1001.632,29.462
260,2016/8/31 22:00,0.009,0.075,0.111,0.059,0.073,0.713,53.718,158.909,0.87,1001.556,28.924
260,2016/8/31 23:00,0.007,0.055,0.1,0.055,0.101,0.624,59.111,131.133,0.663,1001.452,28.547
